hy2foam_u,
X,Y
-0.04182305630026839,0.005735718704887649
-0.43109919571045596,0.09003918333677063
-0.7142091152815015,0.15904310167044744
-0.8235924932975873,0.30126314704062696
-0.9329758713136731,0.6280985770261911
-1.0166219839142094,0.8568777067436585
-1.1260053619302952,0.9952515982676841
-1.576407506702413,1.00065992988245
-1.9914209115281503,1.0003273870901217
-2.4000000000000004,1
