williams_pressure,
X,Y
-0.000014708405853935957,1382654.8672566372
0.11494374034760863,1382654.8672566372
0.22574951584830732,1385132.7433628319
0.3002279802907361,1067964.6017699116
0.42587208589709014,669026.5486725663
0.5865172946338831,649203.5398230089
0.7388620596670996,639292.0353982301
0.7413624886622705,366725.66371681425
0.7424827789081461,99115.04424778768
0.871291643174074,99115.04424778768
1.0014830975902729,96637.16814159276
