case_2a_dsmc_tr_tb,
X,Y
1.0014534883720931,0.000013365410318266768
1.056686046511628,0.10141673349371838
1.1111918604651163,0.19821905907511383
1.1642441860465116,0.2996124031007755
1.2165697674418605,0.4010024057738574
1.2659883720930232,0.5000801924619088
1.3146802325581395,0.6014534883720932
1.3611918604651163,0.7051156107992518
1.407703488372093,0.8018811815022724
1.4520348837209303,0.9055332798716922
